располагалась,impf
угрожали,impf
возвели,perf
установили,perf
строили,impf
оказалось,perf
понадобилась,perf
строилось,impf
вырыли,perf
насыпали,perf
организовали,perf
предохранял,impf
представляло,impf
трудились,impf
работали,impf
селились,impf
сохранились,perf
выполняли,impf
сошло,perf
закрылось,perf
располагался,impf
приказал,perf
заседал,impf
продолжались,impf
подкреплял,impf
следовали,impf
родил,perf
пробил,perf
перестраивалось,impf
возникло,perf
перестраивал,impf
возникла,perf
пожелала,perf
воспротивилась,perf
расходились,impf
ездил,impf
отправлял,impf
построил,perf
составила,perf
состоит,impf
проходил,perf
иллюстрируют,perf
декорирует,perf
вручает,impf
разместили,perf
передали,perf
ведёт,impf
решалась,impf
предлагались,impf
принял,perf
выгравировали,perf
хранятся,impf
входит,impf
плывёт,impf
присмотритесь,perf
поймёте,perf
подметил,perf
«нет,perf
составляет,impf
напоминает,impf
пересекает,impf
подходят,impf
пересекают,impf
называется,impf
обращает,impf
проходит,impf
соединяет,impf
заканчивается,impf
задумывается,impf
говорили,impf
исчезла,perf
занимались,impf
бытует,impf
предпринималась,impf
отказались,perf
прошла,perf
получил,perf
встречал,impf
праздновал,impf
подновили,perf
украсили,perf
проходило,perf
украшают,impf
продавались,impf
сохранило,perf
сформировался,perf
замостили,perf
начинают,impf
начинает,impf
устраивались,impf
вырастали,impf
проложили,perf
заменила,perf
приживалось,impf
пошли,perf
складывался,impf
менялся,impf
меняется,impf
остаются,impf
приходилось,impf
привлекает,impf
объясняется,impf
пришлось,perf
удовлетворила,perf
соединили,perf
пересеклись,perf
оказалась,perf
доходил,perf
посетил,perf
пожаловался,perf
продаются,impf
велел,perf
пригласил,perf
устроил,perf
купит,perf
«даю,impf
крикнул,perf
возразил,perf
прибавил,perf
«три,impf
закричал,perf
поцеловал,perf
строит,impf
будет,impf
носит,impf
находился,impf
обветшали,perf
разработал,perf
сушилась,impf
предложил,perf
справился,perf
решил,perf
украсил,perf
придал,perf
снабдил,perf
отметил,perf
играет,impf
имеет,impf
позволяет,impf
выделяется,impf
создавала,impf
ставились,impf
прозвали,perf
выстроили,perf
использовал,perf
оборудовали,perf
прославилась,perf
располагались,impf
являются,impf
ведутся,impf
планируют,impf
начнётся,perf
покоятся,impf
состоялась,perf
произошла,perf
одобрил,perf
продолжалось,impf
вошла,perf
сохранилось,perf
совершался,impf
хранились,impf
означает,impf
оформились,perf
впадает,impf
создавались,impf
лежит,impf
осуществлялись,impf
возводился,impf
оказался,perf
грозил,impf
поручила,perf
завершилось,perf
сделал,perf
вписалось,perf
завершается,impf
проникает,impf
принадлежал,impf
имелись,impf
сохранилась,perf
спроектировал,perf
завершает,impf
сохранился,perf
образовалось,perf
сделалось,perf
располагается,impf
разместились,perf
находились,impf
размещается,impf
именуют,impf
возник,perf
«двенадцати,perf
образовали,perf
разгружались,impf
разделяла,impf
представил,perf
переработал,perf
указывала,impf
действовали,impf
зажигаются,impf
используется,impf
произошло,perf
связывают,impf
рос,impf
протягивал,impf
держал,impf
выплывал,impf
производила,impf
находилась,impf
демонстрируются,impf
хранится,impf
размещаются,impf
насчитывает,impf
экспонируются,impf
принадлежат,impf
удостаивалась,impf
видели,impf
выполняла,impf
встречают,impf
перевели,perf
продолжают,impf
останавливаются,impf
протянулась,perf
вела,impf
происходило,impf
отмечалось,impf
работал,impf
выступали,impf
открылся,perf
вытеснило,perf
открывался,impf
изумлял,impf
восхищал,impf
приезжал,impf
декорировал,perf
представляют,impf
вошёл,perf
бывали,impf
читал,impf
купил,perf
относится,impf
завещал,perf
состояла,impf
сбили,perf
встал,perf
приветствовал,perf
кацебу,perf
нашёл,perf
упирается,impf
окрестили,perf
примет,perf
отделяется,impf
именовалась,impf
обозначалась,impf
употреблялось,impf
прибыло,perf
догадывался,impf
выдавало,impf
попытался,perf
прояснилась,perf
упал,perf
умолял,impf
скупил,perf
приглашал,impf
привезли,perf
свидетельствует,impf
предоставила,perf
переехал,perf
помещался,impf
сравните,perf
прорезают,impf
жил,impf
проводил,perf
обтянули,perf
расписали,perf
украшало,impf
соответствовали,impf
наносили,impf
оседал,impf
случилось,perf
заменил,perf
разбили,perf
обнесли,perf
демонстрируется,impf
дают,impf
переименовывали,impf
вымарывалось,impf
упростили,perf
выделялось,impf
приобрело,perf
осталась,perf
представляла,impf
возвышалась,impf
вытекали,impf
прорыли,perf
имелся,impf
проводили,perf
сопровождались,impf
назывались,impf
перестроили,perf
содержали,impf
числился,impf
проводилась,impf
зверей,impf
поселился,perf
повелела,perf
составил,perf
посадили,perf
приказала,perf
превратился,perf
размещались,impf
разрушило,perf
переносилась,impf
оседала,impf
создал,perf
перенесли,perf
изобрёл,perf
посещал,impf
владела,impf
сделали,perf
заложили,perf
переходило,perf
разместился,perf
располагалось,impf
именовались,impf
являлись,impf
отмечались,impf
состоялся,perf
устраивали,impf
писала,impf
устраиваются,impf
завелись,perf
принадлежит,impf
строятся,impf
водружаются,impf
воздвигается,impf
помещаются,impf
посылаются,impf
устраивается,impf
предлагает,impf
теснятся,impf
ждут,impf
разыгрывается,impf
прекратились,perf
проводились,impf
увенчалась,perf
провели,perf
проиграла,perf
предпринимались,impf
предлагали,impf
состоялись,perf
появлялись,impf
поспешили,perf
погибло,perf
переименовали,perf
использовались,impf
говорится,impf
высадили,perf
выращивались,impf
вернули,perf
возводилось,impf
возвышается,impf
проложил,perf
занимала,impf
простиралась,impf
возвёл,perf
решала,impf
хотелось,impf
приходили,impf
напоминала,impf
остановилось,perf
возобновилась,perf
предполагалось,impf
предусматривал,impf
заключалось,impf
явилось,perf
выходят,impf
представляли,impf
превратили,perf
просуществовали,perf
заняло,perf
выходило,perf
примыкает,impf
подвели,perf
закончили,perf
сохранил,perf
вливается,impf
входят,impf
меняла,impf
создавали,impf
существовал,impf
пасли,impf
застраивалась,impf
предполагал,impf
размещалась,impf
планировался,impf
отлили,perf
понравилась,perf
вспомнил,perf
сей,impf
доставляла,impf
выходили,perf
победил,perf
увидел,perf
объединил,perf
получилась,perf
сгорел,perf
планировал,impf
появилось,perf
парит,impf
сдерживают,impf
раскрывает,impf
приветствуют,perf
застыли,perf
совпало,perf
воевала,impf
усомнился,perf
сомневаются,impf
выдержит,perf
поднялся,perf
выдержало,perf
достигает,impf
прошли,perf
примыкали,impf
выполнил,perf
происходили,impf
перекрасили,perf
изображали,impf
передавались,impf
покрыли,perf
проходят,impf
обустраивали,impf
одевают,impf
забивали,impf
клали,impf
заливали,impf
отказался,perf
приобрёл,perf
обратил,perf
продал,perf
перепродал,perf
входили,impf
являлся,impf
владели,impf
отдаётся,impf
купила,perf
подарила,perf
проживали,impf
сдавали,impf
размещалось,impf
занимал,impf
прилегал,impf
перенёс,perf
обратились,perf
написал,perf
простит,perf
требует,impf
отправился,perf
возвращается,impf
участвовал,impf
отлил,perf
изобразил,perf
прикрывает,impf
скончался,perf
присутствовал,impf
служат,impf
пострадал,perf
заменили,perf
планировали,impf
просвистел,perf
влетел,perf
поражает,impf
стремился,impf
попал,perf
восходит,impf
менял,impf
носил,impf
занялся,perf
проходили,perf
могли,impf
принималась,impf
принимал,impf
именовал,impf
подвергался,impf
гарантировал,perf
считал,perf
делился,impf
опоясал,perf
делится,impf
дошёл,perf
становится,impf
переделывал,impf
оставили,perf
открыли,perf
собираются,impf
длится,impf
привлекала,impf
наблюдала,impf
пострадала,perf
укрепили,perf
спустилась,perf
издали,perf
стоят,impf
выделяются,impf
украшали,impf
теряет,impf
перемещаются,impf
соединил,perf
закрыли,perf
снесли,perf
прорезает,impf
выходит,impf
играют,impf
перекликаются,impf
формировался,impf
определил,perf
изменила,perf
развернулось,perf
выросли,perf
относятся,impf
строил,impf
жила,impf
обрамляет,impf
разместил,perf
вошло,perf
работает,impf
имела,impf
перепланировали,perf
учился,impf
высится,impf
предполагали,impf
применил,perf
присудила,perf
перевёл,perf
кажутся,impf
забыли,perf
хотела,impf
угасала,impf
открыла,perf
переехало,perf
положил,perf
венчает,perf
располагаются,impf
опоясывает,impf
хранился,impf
имеют,impf
завершают,impf
изобилует,impf
строилась,impf
почиталась,impf
выглядит,impf
расположились,perf
успел,perf
покажутся,perf
упоминается,impf
мог,impf
преподавал,impf
украсила,perf
вернулся,perf
ветшало,impf
требовал,impf
увеличилось,perf
повелел,perf
участвовали,impf
предлагал,impf
перерабатывался,impf
задумывал,impf
положили,perf
утвердил,perf
приступили,perf
символизирует,impf
создали,perf
завершил,perf
раскрывают,impf
прославляют,impf
планировалось,impf
высказался,perf
переехала,perf
позволило,perf
заняла,perf
любят,impf
покинул,perf
заставляет,impf
уходят,perf
вышло,perf
пообещал,perf
останется,perf
сможет,perf
распорядился,perf
приехал,perf
оправдывался,impf
спасло,perf
прогнал,perf
разрешил,perf
выделил,perf
пытался,impf
поручал,impf
рассматривался,impf
оказал,perf
остался,perf
носят,impf
выполняют,impf
выступает,impf
выталкивает,impf
использовали,perf
нависает,impf
украшает,impf
возлегают,impf
придавало,impf
изумляло,impf
растянулось,perf
расположился,perf
занял,perf
входило,impf
прекратилось,perf
ограничивают,impf
числилась,impf
начались,perf
включал,impf
отправлялись,impf
утвердила,perf
подчёркивалось,impf
встречали,impf
«при,impf
играни,perf
заложила,perf
предоставлялись,impf
жалел,impf
передал,perf
сменил,perf
сходит,impf
делались,impf
осуществились,perf
изменилось,perf
изыскало,perf
повлияли,perf
издал,perf
обращалось,impf
заняли,perf
приобретал,impf
случился,perf
просили,impf
покинули,perf
остались,perf
проводила,perf
перестал,perf
доминирует,impf
высекли,perf
произойдёт,perf
венчалась,perf
замечаешь,impf
умело,impf
обладало,impf
занималось,impf
устраивало,impf
состояло,impf
возглавлял,impf
пользовались,impf
созывались,impf
собиралось,impf
уделяло,impf
хозяйничала,impf
переезжает,impf
прибыли,perf
совершали,impf
прилагался,impf
вызывали,impf
демонстрировали,impf
считалось,impf
могла,impf
прекращались,impf
посылали,impf
прибывали,impf
прошёл,perf
подхватили,perf
принимали,impf
осуществлял,impf
допускались,impf
произносились,impf
послужили,perf
разместилась,perf
повторяют,impf
подчёркивают,impf
претендует,impf
танцевала,impf
усыновил,perf
уехала,perf
провела,perf
позволили,perf
решила,perf
отделяла,impf
потеряла,perf
переместились,perf
выросла,perf
оформил,perf
указывалось,impf
желает,impf
взялся,perf
отражали,impf
повторял,impf
уделила,perf
нашлось,perf
поражал,impf
прогуливались,impf
славились,impf
наступили,perf
покинула,perf
вернулась,perf
занимает,impf
охватывают,impf
унаследовал,perf
заметит,perf
являлась,impf
привыкли,perf
разобрали,perf
хотели,impf
запрещалось,impf
понял,perf
олицетворял,impf
поддержала,perf
выделяли,impf
решали,impf
относили,impf
символизируют,impf
олицетворяет,impf
поддерживает,impf
применялись,impf
убирали,impf
очищалась,impf
замечал,impf
хватило,perf
сидит,impf
ассоциировалось,impf
знал,impf
шила,impf
отдало,perf
уцелел,perf
сносили,impf
получалось,impf
исчез,perf
восстановили,perf
воссоздали,perf
обосновалось,perf
останавливал,impf
совмещается,impf
село,perf
проходила,perf
привёл,perf
преодолел,perf
отправились,perf
желал,impf
достигала,impf
добрался,perf
выглядела,perf
ошарашивало,impf
сообщали,impf
продолжала,impf
построила,perf
насыпь,perf
становился,impf
путешествовала,impf
группируются,impf
читается,impf
отражает,impf
имело,impf
простирается,impf
прибавилось,perf
домчался,perf
красуется,impf
переносят,impf
задумывалась,impf
закрепилось,perf
превращает,impf
отличались,impf
проявлялась,impf
отличал,impf
переносится,impf
организовывал,impf
занимался,impf
уехал,perf
велись,impf
привлекались,impf
близились,impf
внёс,perf
маттарнови,perf
дополняют,impf
сосредоточил,perf
подчинил,perf
утратил,perf
перешёл,perf
обращают,impf
умер,perf
вернула,perf
перестроил,perf
выстроил,perf
обреталась,impf
шло,impf
трудилось,impf
покрывали,impf
накопилось,perf
устремились,perf
нашлись,perf
въехал,perf
прожил,perf
отрёкся,perf
хоронили,impf
распространился,perf
хоронят,impf
сработал,perf
окаймляет,impf
объединяют,impf
подчёркивает,impf
ведут,impf
подписал,perf
действовало,impf
примкнули,perf
придётся,perf
приобрела,perf
называла,impf
чувствовала,impf
чудилась,impf
принимала,impf
жили,impf
получило,perf
сменила,perf
действовал,impf
искало,impf
пыталось,impf
преподнёс,perf
похитил,perf
соединялись,impf
приказывает,impf
любила,impf
осуществляли,impf
привели,perf
вспоминали,impf
придумала,perf
ориентируется,impf
дополняются,impf
сменяются,perf
подаются,impf
собрала,perf
потребовала,perf
организовала,perf
выставлялись,impf
перестали,perf
окружают,impf
действует,impf
радуют,impf
побывал,perf
согласится,perf
завораживают,impf
поддерживают,impf
увлеклась,perf
тратились,impf
понимала,impf
приумножает,impf
требовали,impf
приступил,perf
осуществлялось,impf
связывает,impf
откликнулся,perf
познакомился,perf
задумал,perf
имел,impf
запретил,perf
воодушевили,perf
воссоздал,perf
приподнимает,impf
просвещает,impf
даёт,impf
возбуждает,impf
зарождает,impf
приносило,impf
заключаются,impf
взирали,impf
видел,impf
представлял,impf
заносит,impf
ходили,impf
осуществлялся,impf
разводился,impf
ходила,impf
обронила,perf
кинулись,perf
отдал,perf
определяют,impf
свежей,impf
освятили,perf
успели,perf
читали,impf
шутили,impf
вчитывался,impf
сбылась,perf
распространились,perf
предрекла,perf
вчитывались,impf
пересчитывали,impf
сбылось,perf
вспоминал,impf
любил,impf
умрёт,perf
родился,perf
достиг,perf
снял,perf
захотела,perf
вспомнили,perf
делает,impf
сделала,perf
добился,perf
пустовало,impf
подтверждает,impf
сыграл,perf
расположил,perf
спланировал,perf
делало,impf
шли,impf
поселилась,perf
прожила,perf
унаследовали,perf
продали,perf
запечатлел,perf
возросла,perf
увеличилась,perf
провёл,perf
переходил,perf
разламывалось,impf
переиначивалось,impf
увидела,perf
сказала,perf
верится,impf
заказал,perf
послужил,perf
поместил,perf
рыли,impf
вышла,perf
оставляла,impf
женился,perf
поселились,perf
продолжал,impf
грянул,perf
коснулось,perf
снижалась,impf
набрал,perf
смог,perf
подарил,perf
прижилось,perf
прожили,perf
назначил,perf
прекратилась,perf
убил,perf
умерла,perf
отбил,perf
выслали,perf
последовала,perf
пострадали,perf
расстался,perf
владело,impf
закончил,perf
изображают,impf
работала,impf
выселялись,impf
служили,impf
просуществовал,perf
расчистили,perf
показала,perf
оценил,perf
посещала,impf
награждала,impf
доставляли,impf
осуществлялась,impf
использовалось,impf
привозили,impf
знала,impf
прославляли,impf
обустроили,perf
выкупила,perf
выполнялась,impf
отражают,impf
подарили,perf
создаёт,impf
пленяло,impf
очаровывало,impf
вызывало,impf
прибыл,perf
останавливался,impf
посчитал,perf
начинал,impf
взошла,perf
контрастирует,impf
составили,perf
владел,impf
требовала,impf
устраивал,impf
перевезли,perf
перекинул,perf
венчались,perf
водил,impf
пожелал,perf
заведовала,impf
перекрыли,perf
предусмотрел,perf
принимает,impf
собирается,impf
обустраивала,impf
удавалось,impf
подавалась,impf
шлютёр,impf
завершали,impf
прогуливался,impf
выезжал,impf
обедал,impf
выпивал,impf
состоял,impf
подавался,impf
выбирал,impf
надевал,impf
спал,perf
приказывал,impf
столярничал,impf
ложился,impf
умел,impf
ввёл,perf
назначал,impf
обретаются,impf
ездили,impf
запрещал,impf
засыпали,perf
обнаружили,perf
перешли,perf
приводится,impf
помогла,perf
старались,impf
передавался,impf
дарили,impf
будут,impf
выступил,perf
конфисковали,perf
подворачивается,impf
продаёт,impf
отличался,impf
являлось,impf
входил,impf
давали,impf
приходила,impf
прогуливалась,impf
говорила,impf
садилась,impf
раздавались,impf
кушала,impf
запивала,impf
пожаловала,perf
пристраивает,impf
находилось,impf
пристроил,perf
обнёс,perf
сократилась,perf
расписывали,impf
отличала,impf
предпочитал,impf
воспитывались,impf
росли,impf
бывал,impf
оставался,impf
нравился,impf
старался,impf
тянулся,impf
довелось,perf
исполнился,perf
предлагалось,impf
связал,perf
примыкают,impf
обошлось,perf
переехали,perf
заканчивались,impf
послужит,perf
давались,impf
присматривали,impf
доходило,perf
занимали,impf
затихла,perf
приглашала,impf
съезжались,impf
устраивала,impf
поражала,impf
унаследовала,perf
завещала,perf
поручил,perf
учредил,perf
отводился,impf
закрывают,impf
воздвиг,perf
принадлежали,impf
отмечали,impf
отходил,perf
пожаловал,perf
уступил,perf
соседствовали,impf
уживались,impf
сохраняется,impf
возродилась,perf
возглавил,perf
путешествовал,impf
прискакал,perf
случится,perf
возводилась,impf
зовут,impf
восстанавливают,impf
снискал,perf
уцелели,perf
квартировались,impf
обрёл,perf
менялась,impf
обустроил,perf
продаётся,impf
произошли,perf
вызывает,impf
складывалась,impf
заключалась,impf
эксплуатировался,impf
теряется,impf
возводится,impf
настоял,perf
настали,perf
разобьёт,perf
проносились,impf
кидали,impf
останавливало,impf
перешло,perf
вымостили,perf
насчитывалось,impf
украшала,impf
увлекался,impf
разрешал,impf
освобождает,impf
сражается,impf
выходил,perf
производил,impf
занималась,impf
работало,impf
приказывали,impf
пережило,perf
разрешила,perf
поехала,perf
арестовал,perf
способствовало,impf
доношу,impf
сообщалось,impf
изволило,perf
пожаловало,perf
вручила,perf
оставил,perf
останавливались,impf
пустовал,impf
писали,impf
объявляется,impf
обозначали,impf
приспособил,perf
распланировал,perf
отдали,perf
знают,impf
придумал,perf
достроил,perf
мечтал,impf
просил,impf
оставалось,impf
сгорели,perf
отблагодарил,perf
посетила,perf
отметила,perf
появляется,impf
придаёт,impf
предоставляет,impf
смеет,impf
приписывают,impf
разобрал,perf
замкнулось,perf
изменил,perf
убрали,perf
изменили,perf
выгорел,perf
содержался,impf
объяснялась,impf
привык,perf
означало,impf
передавалось,impf
выдала,perf
соорудил,perf
просуществовала,perf
отошёл,perf
перекрашивался,impf
славился,impf
накрывали,impf
уехали,perf
расположилась,perf
ассоциировался,impf
пустовала,impf
свидетельствуют,impf
чувствует,impf
вздыхает,impf
вылились,perf
настаивала,impf
скончались,perf
считались,impf
знали,impf
спросила,perf
пожаловалась,perf
обожал,impf
расширили,perf
содержал,impf
исполнил,perf
чай,impf
раздавали,impf
попивали,impf
открывало,impf
оказывались,impf
отпустил,perf
выразили,perf
ввели,perf
продолжалась,impf
собралось,perf
мучился,impf
преобразовал,perf
поддерживали,impf
отделал,perf
пострадало,perf
называлось,impf
поступала,impf
принесли,perf
общались,impf
посещали,impf
позировал,impf
раздавал,impf
вписал,perf
рассказывали,impf
явилась,perf
повергло,perf
организовал,perf
проявлял,impf
крестили,perf
войдёт,perf
оставалась,impf
отвечало,impf
тяготело,impf
сложилась,perf
создаётся,impf
возводятся,impf
украшался,impf
оставляет,impf
поселяется,impf
затеял,perf
переместили,perf
оклеили,perf
продолжали,impf
проживала,impf
поделил,perf
подбирал,impf
скупал,impf
заботился,impf
радовался,impf
взращивал,impf
пестовал,impf
разглядел,perf
могут,impf
ограничивала,impf
оценивался,impf
гостил,impf
обсуждали,impf
обучались,impf
походила,perf
блистали,impf
вызывал,impf
били,impf
остановился,perf
поглядел,perf
пошатнулось,perf
пробыл,perf
приобрели,perf
переделывался,impf
купили,perf
придали,perf
сочетаются,impf
восприняли,perf
сохраняет,impf
обслуживал,impf
назначили,perf
зачислили,perf
сопровождал,impf
делалась,impf
превратилась,perf
объявили,perf
тону,impf
прославился,perf
приостанавливалось,impf
возобновилось,perf
выбрал,perf
начиналась,impf
командовал,impf
выставляла,impf
объявлял,impf
отправлялся,impf
слышался,impf
возвышались,impf
примыкал,impf
возобновились,perf
сдаётся,impf
соединялся,impf
заключает,impf
укутали,perf
увезли,perf
происходит,impf
отвлёк,perf
поджёг,perf
умчался,perf
воспитывался,impf
претерпел,perf
оформляют,impf
объем,perf
расширила,perf
продолжили,perf
собирался,impf
посвятил,perf
собрали,perf
брал,impf
эмигрировала,perf
передала,perf
страдал,impf
утвердилось,perf
образовывали,impf
превратилось,perf
проявил,perf
осуществил,perf
разнообразили,impf
завершалась,impf
делают,impf
прослеживаются,impf
ушёл,perf
проводятся,impf
живёт,impf
встречаются,impf
сложился,perf
использовалась,impf
велась,impf
завершался,impf
затянулись,perf
доставили,perf
исполнили,perf
возводились,impf
отпевали,impf
рухнул,perf
охватил,perf
дала,perf
приняли,perf
выдвинул,perf
повредила,perf
отремонтировал,perf
реализовывали,impf
воспринимаются,impf
сверкает,impf
венчался,perf
завершал,impf
упала,perf
простоит,perf
подтвердила,perf
объявил,perf
пал,perf
остановил,perf
повлияло,perf
вбили,perf
произвёл,perf
добывался,impf
руководили,impf
просверливали,impf
вставляли,impf
вбивали,impf
появлялась,impf
помещали,impf
продевали,impf
тянули,impf
выламывали,impf
производилась,impf
ушло,perf
предсказал,perf
понадобилось,perf
снимались,impf
жалели,impf
родилась,perf
падёт,perf
снимут,perf
сняли,perf
поднимались,impf
уступает,impf
возникли,perf
закрасили,perf
обвиняли,impf
сплетничали,impf
утверждала,impf
полнился,impf
спросили,perf
ответил,perf
выполняет,impf
совершались,impf
подсказал,perf
запала,perf
добывались,impf
освятил,perf
благоприятствовала,impf
подошёл,perf
верил,impf
переживёт,perf
попросил,perf
свозили,perf
возросло,perf
набальзамировали,perf
выпряг,perf
вёз,impf
казались,impf
отвели,perf
хранили,impf
варили,impf
приняла,perf
желала,impf
гласил,impf
дало,perf
поступил,perf
возродила,perf
собирали,impf
пересматривал,impf
увеличил,perf
хватало,impf
угасло,perf
сложились,perf
совершил,perf
позволяло,impf
достраивал,impf
основала,perf
снимал,impf
вмещал,impf
просила,impf
создала,perf
напоминал,impf
вызвал,perf
просмотрел,perf
заключил,perf
предусматривался,impf
составлял,impf
возвышался,impf
вобрал,perf
соответствовал,impf
превосходил,impf
выделило,perf
превысила,perf
внесла,perf
поставляли,impf
изготовили,perf
весил,impf
пролилась,perf
повесили,perf
окружили,perf
поднимается,impf
отправляют,impf
служит,impf
свозят,perf
мешает,impf
считают,impf
застряла,perf
длилась,impf
успела,perf
продержится,perf
простоят,perf
заставили,perf
покрывался,impf
заставило,perf
присутствовали,impf
помогал,impf
венчают,perf
усиливается,impf
усиливают,impf
продолжил,perf
дали,perf
восхищался,impf
выполнила,perf
повторила,perf
замыкает,impf
происходят,impf
засияли,perf
приходят,impf
звучат,impf
приносят,impf
существуют,impf
напоминают,impf
благоустраивались,impf
пожертвовал,perf
присутствовала,impf
откладывалось,impf
сохранили,perf
обосновался,perf
разместилось,perf
способствовали,impf
влияют,impf
дарит,impf
одержала,perf
завоевал,perf
приурочивались,impf
торговали,impf
нравились,impf
подтверждают,impf
заказала,perf
повторялся,impf
нависали,impf
предоставлялся,impf
искал,impf
восстанавливался,impf
подошли,perf
оговаривалась,impf
заносились,impf
несёт,impf
дожил,perf
имитировала,impf
действовала,impf
функционировали,impf
дополняла,impf
роднит,impf
возводили,impf
обратилась,perf
вернулись,perf
стремились,impf
председательствовал,impf
выпускались,impf
печатались,impf
выбрала,perf
привлекал,impf
оказывался,impf
нарушало,impf
издавались,impf
замедлилось,perf
сократилось,perf
приезжали,impf
улучшилось,perf
вырастает,impf
получает,impf
насчитывала,impf
продолжался,impf
сотрудничал,impf
финансировал,perf
спонсировал,perf
получали,impf
отразились,perf
привело,perf
приглашаются,impf
пишутся,impf
переписывается,impf
оказывается,impf
добирались,impf
поняли,perf
задумали,perf
обсуждались,impf
выяснилось,perf
обойдётся,perf
прибывает,impf
поддержал,perf
помещались,impf
венчала,perf
перестала,perf
поступила,perf
скинули,perf
удерживается,impf
проектировал,impf
устанавливали,impf
использовался,impf
пронеслось,perf
произнёс,perf
попирает,impf
прибил,perf
олицетворяют,impf
воспринимался,impf
бродили,impf
опустели,perf
боялись,impf
упадёт,perf
делал,impf
полюбили,perf
охранял,impf
благословлял,impf
спас,perf
реализовали,perf
развернулись,perf
принимают,impf
покушались,impf
переплелись,perf
угасает,impf
ставили,impf
представлялись,impf
объявила,perf
отклонил,perf
ограничусь,perf
трактую,impf
держит,impf
простирает,impf
собрались,perf
последовал,perf
задумывала,impf
отказалась,perf
уравнивала,impf
умолкли,perf
отсутствовал-то,impf
возникали,impf
гласила,impf
указал,perf
рассказал,perf
шёл,impf
показался,perf
поджидал,impf
приблизились,perf
пошёл,perf
прощай,impf
увидишь,perf
приподнял,perf
услышит,perf
искали,impf
считали,perf
говорите,impf
могу,impf
освободили,perf
прикрывали,impf
приступило,perf
постигла,perf
обращается,impf
обогащает,impf
разрабатывал,impf
повествовали,impf
отправляется,impf
передаёт,impf
награждает,impf
осматривает,impf
видится,impf
готовили,impf
приложил,perf
внесло,perf
сумел,perf
почитается,impf
поддерживало,impf
достались,perf
проследовал,perf
уделял,impf
открывали,impf
создавал,impf
держится,impf
помогают,impf
собирались,impf
поднимаются,impf
высятся,impf
застыл,perf
прячется,impf
отразилась,perf
застыло,perf
охраняют,impf
раскачивались,impf
вмешался,perf
требовались,impf
предусматривалась,impf
приходил,impf
указывали,impf
объясняют,impf
породили,perf
изображался,impf
верили,impf
обладают,impf
встречается,impf
падает,impf
свисает,impf
покрывает,impf
